Time_Hours,Noisy_Temperature
87.0,25.314024004521116
88.0,23.722315299354335
89.0,25.100941138822492
90.0,24.422382799602996
91.0,25.81174663313734
92.0,23.519354052229165
93.0,24.412620681370285
94.0,24.743997345349474
95.0,23.633070208576903
96.0,26.803971203267388
97.0,27.28281065991828
98.0,27.39504741367906
99.0,27.463486238306455
100.0,26.02391268438247
101.0,27.72955462552347
102.0,27.92834038961289
103.0,27.18457724745521
104.0,27.95998108707161
105.0,28.50385394396235
106.0,30.32653598580967
107.0,27.290442656621607
108.0,26.910931709365595
109.0,25.908954885969127
110.0,22.673748091441034
111.0,25.111550829132213
112.0,24.93744711583895
113.0,28.35576852990119
114.0,24.317806861290137
115.0,25.1403957416751
116.0,24.849372656731724
117.0,23.479811792320255
118.0,27.37481436777242
119.0,27.284365670881428
120.0,27.87416241853513
121.0,25.854667800547656
122.0,29.818784751059344
123.0,26.039498531538335
124.0,29.353852066037255
125.0,31.972490428446168
126.0,27.282576123185827
127.0,27.864196386620172
128.0,28.67671523465807
129.0,27.46756873484764
130.0,25.495939894274336
131.0,27.455768983522464
132.0,25.255167143864206
133.0,27.054694336880576
134.0,24.496113170145705
135.0,27.799227871173038
136.0,23.994883839232674
137.0,24.50012976319878
138.0,26.14859285727254
139.0,23.163396372464025
140.0,25.563895080967985
141.0,27.514451952332873
142.0,23.569905729190296
143.0,26.75360616899085
144.0,27.397264137402498
145.0,28.710942294587145
146.0,26.178257149061867
147.0,26.48030843682479
148.0,29.574822681005116
149.0,29.450250962941407
150.0,29.4617072885804
151.0,29.55052052209491
152.0,27.824021545101285
153.0,28.887595807962374
154.0,28.577586798105013
155.0,26.597047841180064
156.0,29.962539729469302
157.0,27.369912527009742
158.0,24.40275134511941
159.0,26.773210772330128
160.0,24.02138980934436
161.0,26.47708933953323
162.0,26.97904007721316
163.0,24.09108575313178
164.0,26.979769890923585
165.0,26.48449129557394
166.0,27.52538190680645
167.0,29.632582381201896
168.0,26.949669180509943
169.0,26.717486477042517
170.0,27.008863085017385
171.0,27.54629567329425
172.0,28.98483919933034
173.0,29.82464449272625
174.0,29.80870539957397
175.0,30.578880346231553
176.0,29.17037227828176
177.0,31.025878213652515
178.0,28.046903174923234
179.0,32.05428503759884
180.0,28.407378772447395
181.0,25.677967557057485
182.0,24.887447041081394
183.0,26.81570412772056
184.0,25.451366731236362
185.0,26.67014272333787
186.0,26.253211156120837
187.0,25.514599846930082
188.0,24.565772596229273
189.0,23.89382755567737
190.0,25.922816261699545
191.0,28.371804185289225
192.0,27.938218653023053
193.0,26.278320369691222
194.0,28.9012526044404
195.0,29.645839872776012
196.0,28.072062076091882
197.0,29.840361973217448
198.0,29.777338935360497
199.0,27.919503116942657
200.0,29.982897570625784
201.0,29.981592544628707
202.0,30.362793087303256
203.0,29.848548881411414
204.0,25.695672513902473
205.0,25.849747031995022
206.0,27.55859886433824
207.0,27.15441167604611
208.0,26.850344351583875
209.0,31.668923402091195
210.0,26.68984454749534
211.0,27.61681322830662
212.0,27.556052476640147
213.0,27.431734654107224
214.0,26.40769455850406
215.0,28.513127540720877
216.0,26.744763545462643
217.0,28.0780772105876
218.0,28.199263372088925
219.0,29.47595103291495
220.0,33.15455829533277
221.0,27.093042590967706
222.0,31.003023720365587
223.0,27.497931511098596
224.0,29.02080233283821
225.0,31.055759773948758
226.0,29.11598657603976
227.0,26.93200884686246
228.0,26.96942878668569
229.0,28.555514267858346
230.0,25.96955203463098
231.0,26.98689732181651
232.0,26.424025646590767
233.0,25.18973679870284
234.0,29.326149876192325
235.0,27.14047979118704
236.0,23.36288169703696
237.0,27.00928198276021
238.0,26.162276186371145
239.0,28.927083636503063
240.0,26.988380396801816
241.0,28.533758560055865
242.0,29.956743434716707
243.0,30.9231199198111
244.0,28.15286438821095
245.0,29.662316099773168
246.0,29.530729838433473
247.0,29.20591041761759
248.0,32.64516280536101
249.0,30.29746791485997
250.0,27.39528003910267
251.0,30.191834112739414
252.0,31.491407386730337
253.0,29.349975650352853
254.0,25.050576340153086
255.0,26.1997546493952
256.0,28.519295773915935
257.0,25.368256960238778
258.0,27.037947236384067
259.0,27.612895046733826
260.0,25.27089878425146
261.0,26.900365450919274
262.0,22.552459767048997
263.0,26.37060684990595
264.0,28.0564116090286
265.0,27.091636310513863
266.0,31.904670743741715
267.0,27.735407629867034
268.0,29.548714025337524
269.0,30.614987661510302
270.0,32.65920156885741
271.0,28.285587765881587
272.0,31.99453460897731
273.0,29.957481204438366
274.0,28.065805911786196
275.0,29.758983904687543
276.0,28.85687265476909
277.0,27.150382924303734
278.0,27.68308330425303
279.0,26.596200610714085
280.0,27.036584633040732
281.0,27.66964901692367
282.0,28.99724541569759
283.0,24.839531041574055
284.0,30.105461083501385
285.0,24.305442508775588
286.0,27.429906042998045
287.0,29.032187213331024
288.0,29.09857291642247
289.0,28.27037927892043
290.0,29.384282099264194
291.0,29.380822214627816
292.0,29.56372779953952
293.0,31.931562413204933
294.0,31.270383667430348
295.0,29.63686977860402
296.0,31.835324398736677
297.0,30.638496981348045
298.0,30.99205669823012
299.0,30.244243200426723
300.0,27.548036526009703
301.0,27.442955377536194
302.0,28.93111013510498
303.0,28.320784899729816
304.0,27.065281762787418
305.0,27.082034765781167
306.0,28.763571478102325
307.0,26.037012522987432
308.0,27.95393190548797
309.0,27.156917665811257
310.0,27.556950075808682
311.0,30.023018776012936
312.0,30.1396037788359
313.0,30.64833735222488
314.0,31.87757638324738
315.0,30.373968600215807
316.0,31.692088307977414
317.0,30.412385921501784
318.0,31.44097781251655
319.0,30.700126682017352
320.0,30.849763068374763
321.0,31.28786341944155
322.0,28.76224653134946
323.0,32.654426957599604
324.0,27.497779368623842
325.0,26.676448937065132
326.0,29.761067710354105
327.0,28.805680210176025
328.0,28.24499378901054
329.0,28.05996335993207
330.0,27.039325135766433
331.0,25.788327231331955
332.0,27.456048147785143
333.0,26.652734127588317
334.0,29.55363439045904
335.0,28.360961486885326
336.0,27.869136971323297
337.0,29.151105402089993
338.0,30.743072687119124
339.0,29.70039772678667
340.0,29.638552685688452
341.0,31.44524234271384
342.0,31.523302988492127
343.0,30.33524907198892
344.0,30.1972303084408
345.0,30.941915865502732
346.0,28.015356918653865
347.0,27.601747424693798
348.0,28.125425696293767
349.0,28.373035645385606
350.0,28.684923585595648
351.0,30.02506604981655
352.0,28.788332175850762
353.0,27.069747512273654
354.0,27.22056114578361
355.0,25.82098328022258
356.0,27.504316952505462
357.0,27.42440932799582
358.0,28.763126912807124
359.0,27.527967567955322
360.0,30.072839562740782
361.0,32.117898625033064
362.0,30.14530891228371
363.0,31.332491785771065
364.0,32.090203416529356
365.0,30.66014796367158
366.0,31.673420496363608
367.0,31.295141080428706
368.0,31.230049074804587
369.0,29.61323048013651
370.0,30.402308452458545
371.0,30.637154381341247
372.0,31.556173937413792
373.0,30.307630297229554
374.0,31.62300335146591
375.0,26.83482611316252
376.0,28.983286303594895
377.0,27.756776373940053
378.0,30.70504194954333
379.0,26.28272461555483
380.0,26.442039831381237
381.0,27.126984082608313
382.0,25.261019688043884
383.0,28.147132709443664
384.0,28.32120773996719
385.0,30.209602191279803
386.0,30.985437309794104
387.0,33.70766627487148
388.0,32.64323925622299
389.0,30.558368175993973
390.0,30.15053234123868
391.0,32.1741300735561
392.0,29.26230889891092
393.0,33.678180722778045
394.0,32.292073123254845
395.0,29.342884255078832
396.0,26.965367270376863
397.0,31.054261626285786
398.0,28.37526609927049
399.0,29.995534056058183
400.0,25.43524066049306
401.0,26.733891048842167
402.0,27.578505490503943
403.0,27.715056261522086
404.0,27.17504742092472
405.0,29.107979466445112
406.0,26.99217141603544
407.0,28.868040860626166
408.0,29.785299886151
409.0,30.89972313589905
410.0,31.683381517713038
411.0,29.34870403558176
412.0,29.05778953200215
413.0,33.48069514980605
414.0,32.13617943586537
415.0,30.45217224454157
416.0,33.70713292796793
417.0,31.241345169002287
418.0,32.427792623775694
419.0,30.28295150387882
420.0,32.76030803143759
421.0,31.789671336412614
422.0,28.305925483275775
423.0,29.72754959553561
424.0,28.92541631476494
425.0,29.815456748023912
426.0,26.25189509883932
427.0,28.801386371101618
428.0,29.564588578753376
429.0,25.66148292494433
430.0,26.943682207860387
431.0,26.14680903970728
432.0,29.32387168546887
433.0,31.326581033931223
434.0,32.99077380512982
435.0,31.267163633063603
436.0,33.921312667568614
437.0,29.612529579694154
438.0,29.200208922443036
439.0,31.608226010338434
440.0,32.07221903297692
441.0,31.133576423384206
442.0,27.671537513822486
443.0,30.1609150897659
444.0,27.82446988220225
445.0,30.272222584598612
446.0,29.33938754938419
447.0,26.969555843072378
448.0,27.29479734833784
449.0,26.28099655233842
450.0,27.711630273451746
451.0,29.3104516221557
452.0,26.60285120210048
453.0,29.159208953724423
454.0,28.02578832558078
455.0,28.118009740069958
456.0,29.668154148342413
457.0,28.79717715772594
458.0,30.005591678795245
459.0,29.457085638610142
460.0,34.522410863181825
461.0,31.83156291120929
462.0,30.80073134726866
463.0,32.10660488182973
464.0,31.420765896872986
465.0,30.943350146218577
466.0,31.785184843276845
467.0,31.521138221791514
468.0,29.07475055444633
469.0,28.492360443214793
470.0,28.464331849827456
471.0,25.012957443685366
472.0,25.87831854046682
473.0,30.00467868311518
474.0,30.35669327778021
475.0,27.58681852354456
476.0,29.027951130778007
477.0,28.950730127669654
478.0,33.51925131764563
479.0,31.065475687360866
480.0,29.714655964136856
481.0,28.99360033420828
482.0,28.50230356810677
483.0,31.63404177607383
484.0,30.514776706873644
485.0,29.718301887108648
486.0,30.952509757396673
487.0,30.234396497994567
488.0,34.19008733977742
489.0,32.66641394761644
490.0,30.920157879629034
491.0,32.67200663393571
492.0,30.05279967344139
493.0,28.129437060239475
494.0,31.22590115414557
495.0,29.337539454315582
496.0,26.657600134254167
497.0,27.730252017439522
498.0,26.63623509535963
499.0,25.9456212722884
500.0,29.610857321955095
501.0,31.405481718299377
502.0,26.859606679932376
503.0,30.286120719600195
504.0,28.985147193406924
505.0,29.749826317313243
506.0,30.076009820877488
507.0,30.084511654190443
508.0,31.772760155687383
509.0,30.65495515126863
510.0,32.37677477313952
511.0,31.82910396524581
512.0,31.347717225179977
513.0,30.028394624814194
514.0,30.11176667193
515.0,31.62900474219126
516.0,30.730970762172486
517.0,27.996898202018894
518.0,29.13110079696087
519.0,29.696161631455457
520.0,25.748286930219233
521.0,28.868744417431174
522.0,26.992689227122007
523.0,28.91169925328586
524.0,27.11170034289507
525.0,25.868049090957065
526.0,26.549176995511026
527.0,29.545843751643098
528.0,30.38176085836006
529.0,29.15412184987765
530.0,31.951587878242837
531.0,28.91633204689479
532.0,31.627987964715395
533.0,30.111001369169728
534.0,31.018495894495178
535.0,31.999734629818086
536.0,30.438709513675917
537.0,30.83511164946514
538.0,32.507582128572594
539.0,29.65081357050834
540.0,31.25238067799717
541.0,27.7869322157838
542.0,29.79408378331716
543.0,30.74772266188745
544.0,24.560230359010077
545.0,26.872676849793912
546.0,28.86556188945176
547.0,27.763575123759313
548.0,28.824662857890033
549.0,27.67976235623411
550.0,29.129756066787102
551.0,29.248593973476694
552.0,31.751256385763373
553.0,30.898646871601066
554.0,31.505534581088092
555.0,30.795240623088866
556.0,30.999154756048135
557.0,31.28115728559961
558.0,32.589409617004236
559.0,31.297653685380705
560.0,32.16349806317883
561.0,34.52356481653966
562.0,32.30236107138284
563.0,30.02365964707079
564.0,31.79621946117113
565.0,28.86394804033944
566.0,25.93577189456247
567.0,27.065834077028615
568.0,25.453115732748394
569.0,27.53136877369569
570.0,28.01721337311129
571.0,30.5714442011125
572.0,28.745993156051615
573.0,28.24376050995438
574.0,30.229664153214653
575.0,26.15010460575327
576.0,30.336716345933688
577.0,31.65603821985249
578.0,28.76298979075197
579.0,33.10943960791937
580.0,32.218075232058105
581.0,31.285843449509443
582.0,32.92469935466291
583.0,35.31197942719543
584.0,31.97745966699801
585.0,31.75763397629338
586.0,30.280487323996702
587.0,29.210798442209104
588.0,31.211787971153417
589.0,28.162836878167482
590.0,29.07022565858437
591.0,27.830411314568916
592.0,28.945723885820115
593.0,28.526099546013352
594.0,29.51188023635412
595.0,27.25676555736625
596.0,27.814809310804108
597.0,27.067303339390175
598.0,28.281171797028875
599.0,29.99383282267494
600.0,31.078870876129734
601.0,29.07560514217971
602.0,32.24341033259537
603.0,33.384417562550446
604.0,32.28665549780005
605.0,34.67916221301918
606.0,30.769056951163794
607.0,29.992193677210697
608.0,28.98883728505049
609.0,33.58064911336734
610.0,31.901379283458105
611.0,30.351513101070612
612.0,30.334585699379662
613.0,27.706101387340528
614.0,32.577900874329124
615.0,28.68615056194781
616.0,28.335792794752507
617.0,29.057728388232704
618.0,28.61958230583252
619.0,28.299140877603804
620.0,26.974461744720422
621.0,29.182230680859195
622.0,31.709255679239064
623.0,31.38364792036095
624.0,32.2698326931209
625.0,29.627723971113152
626.0,29.38931866399895
627.0,31.096035458085733
628.0,31.682876742517383
629.0,33.43707372349627
630.0,29.321894038573078
631.0,34.08338429560942
632.0,31.34882232285066
633.0,30.6242115667095
634.0,29.3286593677833
635.0,27.878625438644765
636.0,31.0744447910632
637.0,29.42840449739364
638.0,26.89746120153841
639.0,26.471867967805764
640.0,27.58922922216446
641.0,30.392855388495413
642.0,27.427965715775336
643.0,25.62692499691738
644.0,27.708924390284164
645.0,27.982350002366886
646.0,24.75633852333762
647.0,29.198568141930004
648.0,29.447187289623436
649.0,31.351437817664078
650.0,33.55878599397656
651.0,32.885235239654236
652.0,31.105674830566645
653.0,30.044763453347922
654.0,35.628444688027024
655.0,31.78474935559896
656.0,31.51264065154355
657.0,31.13330851318385
658.0,31.047957255590163
659.0,30.04743601396195
660.0,28.881314889740555
661.0,28.39931172492015
662.0,28.683499654708246
663.0,27.49863121806201
664.0,26.921975914967838
665.0,27.94636366581878
666.0,27.331339890820818
667.0,30.03314048634377
668.0,23.99565531352371
669.0,29.922327005220072
670.0,30.563488853049922
671.0,26.0616797591388
672.0,29.17037534035662
673.0,29.639848497205733
674.0,28.56303062087606
675.0,29.916674675101433
676.0,29.73022273092874
677.0,34.219104165393524
678.0,33.05713724491109
679.0,33.48753845218465
680.0,32.45760930043198
681.0,29.358344323443255
682.0,29.845547864960555
683.0,30.878609912583627
684.0,27.788261897627585
685.0,30.167818755633274
686.0,28.249938697368687
687.0,27.62841166488567
688.0,28.933637323099507
689.0,28.328145374760272
690.0,27.04646888156835
691.0,29.3893394881807
692.0,26.22279122448439
693.0,29.080329788969934
694.0,29.45445712280355
695.0,28.57697520707745
696.0,30.0422226838342
697.0,28.188043592776523
698.0,31.927131684053027
699.0,30.67192942172179
700.0,30.476975919821125
701.0,33.02827843350636
702.0,30.460263475809285
703.0,29.32976760990581
704.0,28.90150671100124
705.0,31.821382837652784
706.0,28.57122797816502
707.0,32.63538205455667
708.0,26.356302341848924
709.0,31.49984980835839
710.0,28.782899622164408
711.0,27.90062350211908
712.0,26.903973894387573
713.0,28.11371579345857
714.0,27.38383455951019
715.0,29.15677457266793
716.0,27.866314361589883
717.0,28.231576629536516
718.0,27.868196699589856
719.0,28.80379963029611
720.0,29.861763673205783
721.0,27.345615166418668
722.0,28.364084015148162
723.0,31.908568229128388
724.0,31.360867819028805
725.0,31.021419839119226
726.0,31.386182493144698
727.0,31.80470833003309
728.0,30.266812113782727
729.0,29.584038247917658
730.0,30.6238949015687
731.0,28.373015545176337
732.0,29.92808977382127
733.0,26.236935638407253
734.0,29.844885621312628
735.0,28.588502452625494
736.0,27.93844586739082
737.0,28.82123389564012
738.0,29.769822515443
739.0,28.853840909011986
740.0,24.763266825191074
741.0,25.915506445161018
742.0,27.304279093253403
743.0,28.755392033727762
744.0,30.00273381746897
745.0,28.647584607673448
746.0,30.490994609874026
747.0,29.48423119201548
748.0,30.010079099134575
749.0,29.009343438205647
750.0,29.79477752792683
751.0,29.076061703453043
752.0,29.432053110570358
753.0,32.15052938911389
754.0,28.723761539649953
755.0,33.60604365893042
756.0,29.871747844940874
757.0,28.88329160104299
758.0,26.82800940409265
759.0,28.74363402325246
760.0,26.50367810241805
761.0,27.34211785972231
762.0,30.92281706463277
763.0,26.998450615898317
764.0,29.05791962299846
765.0,26.58871709497487
766.0,27.9968140128683
767.0,31.179427734249415
768.0,28.091949144923056
769.0,32.26021232730437
770.0,31.076997849634978
771.0,29.577318839405063
772.0,31.678870370018526
773.0,32.38026088321787
774.0,31.913629262238874
775.0,28.548732886059266
776.0,29.604834654822337
777.0,29.997663892829745
778.0,29.834284260163773
779.0,30.385754279997155
780.0,29.19480077679349
781.0,26.39870354424567
782.0,28.480731584527827
783.0,28.403144310906548
784.0,28.0001264525649
785.0,28.57279131640331
786.0,28.12530343865856
787.0,27.6222551075663
788.0,27.01892188406243
789.0,24.94141917177261
790.0,28.48232267209498
791.0,28.622578401842112
792.0,29.226811319745767
793.0,27.412684953894665
794.0,28.179280217424267
795.0,31.78547188476522
796.0,30.454879924120146
797.0,31.72686621860874
798.0,30.805811701855735
799.0,30.730359639839687
800.0,31.883859035449728
801.0,29.375006908529823
802.0,29.869488780506785
803.0,28.539949284534433
804.0,28.05436571309453
805.0,27.715069199392115
806.0,28.019991125896905
807.0,26.544748619951598
808.0,28.81893287460061
809.0,25.38382107964405
810.0,26.367480304190398
811.0,26.04651358909645
812.0,29.066521961354194
813.0,27.4988387938738
814.0,29.156071466923212
815.0,25.85238077297223
816.0,28.98895996718365
817.0,30.43046446040817
818.0,29.6917723141601
819.0,31.57071723638
820.0,29.504308735505898
821.0,32.58394170121462
822.0,33.97626523596476
823.0,29.905331985094655
824.0,29.57132636554034
825.0,32.091581913307884
826.0,31.856383361599093
827.0,28.21007799728929
828.0,27.836125908791168
829.0,27.51573878434846
830.0,25.42899722670471
831.0,25.64307235401895
832.0,25.186564444415456
833.0,25.33081277691827
834.0,26.35183971630491
835.0,26.812815745414092
836.0,28.976495550820207
837.0,25.46047347068343
838.0,28.838096408959956
839.0,27.51235850116152
840.0,28.266123756589042
841.0,29.859498617539046
842.0,27.634832817387675
843.0,30.296001272860575
844.0,30.279132221840673
845.0,30.95713451919559
846.0,30.709534751907157
847.0,33.87973249981495
848.0,29.02949344509193
849.0,28.860865935045307
850.0,28.297505511319336
851.0,27.90568060269041
852.0,27.25419287522304
853.0,29.46514922270234
854.0,29.318981504035925
855.0,25.906828501453578
856.0,25.185487557288578
857.0,26.930227565525215
858.0,25.315479506557715
859.0,27.150192458647386
860.0,26.693786633996222
861.0,24.42240400733534
862.0,29.4202467746848
863.0,30.263897113742132
864.0,27.157239964090042
865.0,28.001187732507752
866.0,29.482553820748738
867.0,29.958283097929247
868.0,30.750855140129453
869.0,32.96672500812423
870.0,29.742699474883537
871.0,28.731055109723936
872.0,27.64822563085205
873.0,28.291451937264014
874.0,28.91239826796651
875.0,31.1599945232354
876.0,27.162509312908092
877.0,27.745352531085917
878.0,26.891032686383465
879.0,28.272377715068068
880.0,29.950659631427563
881.0,25.152443613505973
882.0,25.13470217574429
883.0,27.491490301994684
884.0,27.13610284748444
885.0,29.189356207686544
886.0,27.69757009667617
887.0,26.753247403308084
888.0,28.68392855808934
889.0,29.966739424604608
890.0,30.004845953868767
891.0,29.937301174872136
892.0,31.08227055510663
893.0,31.424011260786976
894.0,31.799440679259547
895.0,30.61908220649708
896.0,29.18348059820407
897.0,29.324309949714593
898.0,30.487686111483562
899.0,26.958032006548883
900.0,28.206660204119046
901.0,26.533834906967623
902.0,26.672407681956383
903.0,28.12054226836562
904.0,26.159441878470048
905.0,25.730391859456176
906.0,23.540527743609385
907.0,26.755542677363447
908.0,26.791870332636236
909.0,29.374023241845627
910.0,26.069326282348346
911.0,27.329699118084868
912.0,27.88028459279497
913.0,30.37760379802334
914.0,28.338398683306504
915.0,29.301623601828453
916.0,30.100288769653044
917.0,29.655653762092832
918.0,28.761713113717658
919.0,29.641805274821625
920.0,30.748752252457894
921.0,27.26810981383545
922.0,28.5805193891435
923.0,26.835897823678934
924.0,29.148367481756594
925.0,24.540716282074957
926.0,25.492069862466355
927.0,26.469355604737995
928.0,27.921266233708643
929.0,25.261814622627107
930.0,24.446734177502496
931.0,28.156640456208734
932.0,23.349889225044244
933.0,22.528724211398817
934.0,26.888335761577626
935.0,25.944743695520263
936.0,25.67074469605637
937.0,28.769879352077435
938.0,28.542502306503845
939.0,27.73197357902017
940.0,26.962531087577105
941.0,30.37851573315533
942.0,30.10030346678576
943.0,28.89509567680921
944.0,31.60100285691169
945.0,26.89505442594549
946.0,25.784634544126362
947.0,26.53963551039409
948.0,26.978400769544916
949.0,26.881054299158038
950.0,25.658715809931664
951.0,26.12130947842822
952.0,23.384933527542916
953.0,27.214925834563875
954.0,24.84472461569348
955.0,26.69884808143471
956.0,25.723581711690766
957.0,26.199233297575606
958.0,26.769724610433745
959.0,27.055739335126805
960.0,27.852623965821063
961.0,29.386616406900092
962.0,28.15672553568501
963.0,29.326341913209212
964.0,28.432733697246412
965.0,30.913962516625887
966.0,27.793980200559933
967.0,31.428449681402107
968.0,28.453605210048554
969.0,26.036431520077908
970.0,27.94711195951927
971.0,26.237576221760698
972.0,27.98902688683674
973.0,25.218019225496594
974.0,25.03183574271261
975.0,22.439089839179168
976.0,24.263593925613836
977.0,21.092909503478324
978.0,22.271188175894068
979.0,25.842261450496768
980.0,26.066575811160178
981.0,25.830321088766173
982.0,24.142292799057593
983.0,25.989947484078307
984.0,26.560131396043218
985.0,25.331995970805785
986.0,29.793359302474116
987.0,29.254863121518042
988.0,27.911542393993184
989.0,28.469437545063787
990.0,28.796138308288782
991.0,25.33910819694346
992.0,27.817426232497503
993.0,26.833649354779457
994.0,25.926240942251003
995.0,26.51090564076531
996.0,29.09768316627045
997.0,26.831003430410803
998.0,24.51682117676926
999.0,25.804451397331693
1000.0,26.712963068290254
1001.0,25.787258446838727
1002.0,24.4077730185203
1003.0,23.40222768147756
1004.0,25.605914962767677
1005.0,25.452780991340436
1006.0,26.605681471772172
1007.0,26.684126024891675
1008.0,27.809439975383686
1009.0,25.93599049846638
1010.0,29.183380595080195
1011.0,27.90397679944141
1012.0,31.024370456938943
1013.0,27.063553067987794
1014.0,30.75547405590094
1015.0,28.36628190889825
1016.0,26.878514249555288
1017.0,26.79799237631249
1018.0,26.61509458677093
1019.0,27.23550152451388
1020.0,26.851857809252245
1021.0,24.675397755749334
1022.0,25.003026565697404
1023.0,27.82471447488777
1024.0,26.87074205074226
1025.0,24.720059233076917
1026.0,24.04036966622018
1027.0,24.217490759871446
1028.0,25.14344456869079
1029.0,22.992731139045457
1030.0,24.540976128331277
1031.0,22.892426487893943
1032.0,26.497667612535693
1033.0,27.373149769488514
1034.0,26.14581563495791
1035.0,29.631659428215542
1036.0,25.73573137660173
1037.0,25.563474804921267
1038.0,28.15071279253254
1039.0,29.302377062613996
1040.0,30.0436566082208
1041.0,26.49743127139109
1042.0,28.37538884247301
1043.0,26.20306023312507
1044.0,25.470055034688205
1045.0,26.52265293742969
1046.0,25.67908469205004
1047.0,21.90759206271686
1048.0,26.15494141377279
1049.0,25.796249378617766
1050.0,22.70539683499861
1051.0,24.291366123270777
1052.0,24.624273354238735
1053.0,24.57783731085952
1054.0,23.761338888467822
1055.0,24.047475041733012
1056.0,25.519963929121342
1057.0,27.820768910942423
1058.0,27.34517530181711
1059.0,26.37380055148109
1060.0,28.390836534758073
1061.0,23.14600043096527
1062.0,29.195832299644152
1063.0,24.78068188242409
1064.0,26.632503669144985
1065.0,25.164532714121137
1066.0,24.473507962079474
1067.0,27.66011120853179
1068.0,24.68538059419946
1069.0,25.37474640248977
1070.0,24.287941008473176
1071.0,24.64535981247322
1072.0,23.71288158856753
1073.0,21.45904428234608
1074.0,24.795466615999675
1075.0,22.614259496947156
1076.0,21.20549964583936
1077.0,23.201712032294264
1078.0,26.494910932287645
1079.0,25.987136672954236
1080.0,24.692132963410856
1081.0,25.194529943127794
1082.0,25.703991424274168
1083.0,29.70144359582804
1084.0,27.462724684361298
1085.0,27.720346163474975
1086.0,28.67451738218343
1087.0,27.40478669067556
1088.0,26.44389704225904
1089.0,26.205755569524776
1090.0,25.964321510570056
1091.0,25.51918416366275
1092.0,26.13447929989894
1093.0,24.588970924934248
1094.0,25.113305268077536
1095.0,23.464711567464093
1096.0,23.371556825651073
1097.0,20.042157134195392
1098.0,24.331456527610282
1099.0,23.53050163304642
1100.0,24.6932409575295
1101.0,19.155336589557205
1102.0,27.032152603749793
1103.0,24.158226168004592
1104.0,26.53318202397056
1105.0,23.814347159406466
1106.0,26.76139015914873
1107.0,24.661982159498884
1108.0,25.60995336542496
1109.0,29.602120273977917
1110.0,26.49886523383233
1111.0,27.028558812358675
1112.0,27.793381157265813
1113.0,26.899638058215743
1114.0,25.95320505631746
1115.0,25.778333569637102
1116.0,28.30405699102852
1117.0,24.08054944303757
1118.0,23.971949010526476
1119.0,24.817755897626736
1120.0,24.567916215076107
1121.0,24.476065135663777
1122.0,23.57116293687646
1123.0,20.95240804106716
1124.0,25.30256631522193
1125.0,21.43644435441162
1126.0,24.009838924177757
1127.0,22.892547236752808
1128.0,24.431108731024423
1129.0,25.523818996328057
1130.0,25.98079816195867
1131.0,26.531586206488818
1132.0,28.622842641231333
1133.0,27.068115813000713
1134.0,26.075470011455554
1135.0,27.805434221165477
1136.0,27.929459921719868
1137.0,23.97176161517088
1138.0,26.2808212223913
1139.0,25.939884727978598
1140.0,23.909913857697113
1141.0,25.88795812978764
1142.0,23.102734922698456
1143.0,23.08775725726786
1144.0,22.307741081575458
1145.0,22.376715797389387
1146.0,20.626591385057825
1147.0,20.164887176359407
1148.0,24.902339194942503
1149.0,21.54380031182795
1150.0,21.72719721235038
